,endTime,artistName,trackName,msPlayed,uniqueID,inLibrary,album,track_uri
0,2020-09-20 19:26,BOL4,To My Youth,220260,BOL4:To My Youth,0,,
1,2020-09-21 10:29,BTS,Euphoria,228615,BTS:Euphoria,0,,
2,2020-09-21 10:32,V,Sweet Night,214258,V:Sweet Night,0,,
3,2020-09-21 10:36,BTS,Love Maze,221529,BTS:Love Maze,0,,
4,2020-09-21 10:39,Lauv,Who (feat. BTS),180413,Lauv:Who (feat. BTS),0,,
5,2020-09-21 10:43,BTS,Mikrokosmos,224225,BTS:Mikrokosmos,0,,
6,2020-09-21 10:46,IU,BBIBBI,194426,IU:BBIBBI,0,,
7,2020-09-21 10:50,BTS,Your eyes tell,245146,BTS:Your eyes tell,0,,
8,2020-09-21 11:05,SEVENTEEN,Hug,150975,SEVENTEEN:Hug,0,,
9,2020-09-21 11:08,keshi,i swear i'll never leave again,173716,keshi:i swear i'll never leave again,0,,
10,2020-09-21 11:09,CHEN,Beautiful goodbye,16803,CHEN:Beautiful goodbye,0,,
11,2020-09-21 11:11,Eric Nam,I Don't Miss You,172634,Eric Nam:I Don't Miss You,0,,
12,2020-09-21 11:16,BTS,Answer : Love Myself,251279,BTS:Answer : Love Myself,0,,
13,2020-09-21 11:19,TAEYANG,"EYES, NOSE, LIPS",232066,"TAEYANG:EYES, NOSE, LIPS",0,,
14,2020-09-21 11:23,Henry,Monster - English Version,203631,Henry:Monster - English Version,0,,
15,2020-09-21 11:26,Lauv,Never Not,208000,Lauv:Never Not,0,,
16,2020-09-21 11:30,Eric Nam,Love Die Young,203213,Eric Nam:Love Die Young,0,,
17,2020-09-21 12:57,HONNE,Location Unknown ◐,146734,HONNE:Location Unknown ◐,0,,
18,2020-09-21 12:58,BTS,We are Bulletproof : the Eternal,4580,BTS:We are Bulletproof : the Eternal,0,,
19,2020-09-21 12:58,NIKI,lowkey,26720,NIKI:lowkey,0,,
20,2020-09-21 12:59,Roy Kim,Only Then,42350,Roy Kim:Only Then,0,,
21,2020-09-21 13:02,MAX,Blueberry Eyes (feat. SUGA of BTS),172244,MAX:Blueberry Eyes (feat. SUGA of BTS),0,,
22,2020-09-21 13:05,HEIZE,Can You See My Heart,225785,HEIZE:Can You See My Heart,0,,
23,2020-09-21 13:10,Paul Kim,Me After You,280358,Paul Kim:Me After You,0,,
24,2020-09-21 13:13,BOL4,Workaholic,191080,BOL4:Workaholic,0,,
25,2020-09-21 13:16,Crush,Mayday (Feat. Joy),199266,Crush:Mayday (Feat. Joy),0,,
26,2020-09-21 13:20,BOL4,Leo (feat. BAEKHYUN),188000,BOL4:Leo (feat. BAEKHYUN),0,,
27,2020-09-21 13:23,Punch,Say Yes (Feat. Moon Byul of MAMAMOO),204356,Punch:Say Yes (Feat. Moon Byul of MAMAMOO),0,,
28,2020-09-21 13:29,92914,Moonlight,338064,92914:Moonlight,0,,
29,2020-09-21 13:32,TAEYEON,Four Seasons,188237,TAEYEON:Four Seasons,0,,
30,2020-09-21 13:35,BOL4,Full Album RED PLANET [Hidden Track] - 좋다고 말해,201772,BOL4:Full Album RED PLANET [Hidden Track] - 좋다고 말해,0,,
31,2020-09-21 13:39,DAY6,Zombie,209259,DAY6:Zombie,0,,
32,2020-09-21 13:42,DPR LIVE,Jasmine,201510,DPR LIVE:Jasmine,0,,
33,2020-09-21 14:08,Seori,Running Through The Night,48183,Seori:Running Through The Night,0,,
34,2020-09-21 14:12,TAEYEON,Happy,2739,TAEYEON:Happy,0,,
35,2020-09-21 14:12,BIGBANG,FXXK IT,231810,BIGBANG:FXXK IT,0,,
36,2020-09-21 14:15,BTOB,Only one for me,226560,BTOB:Only one for me,0,,
37,2020-09-21 14:37,BANG YE DAM,WAYO,142649,BANG YE DAM:WAYO,0,,
38,2020-09-21 14:37,Elliot Ziegler,Guarda,970,Elliot Ziegler:Guarda,0,,
39,2020-09-21 14:37,Rook1e,"memories of her, last winter",5400,"Rook1e:memories of her, last winter",0,,
40,2020-09-21 14:39,lōland,yashinoki,132475,lōland:yashinoki,0,,
41,2020-09-21 14:41,DAO,Byrds,88773,DAO:Byrds,0,,
42,2020-09-21 14:42,Bokki,Wherewithal,106729,Bokki:Wherewithal,0,,
43,2020-09-21 14:43,Sam Barsh,Misty - Recorded at Spotify Studios NYC,74875,Sam Barsh:Misty - Recorded at Spotify Studios NYC,0,,
44,2020-09-21 14:45,Slumberville,Lonely in London,119565,Slumberville:Lonely in London,0,,
45,2020-09-21 14:47,Jes Nil,Reassuring Drops,71999,Jes Nil:Reassuring Drops,0,,
46,2020-09-21 14:49,mell-ø,Withdrawn,122515,mell-ø:Withdrawn,0,,
47,2020-09-21 14:50,Ameba,August,107487,Ameba:August,0,,
48,2020-09-21 14:51,Masked Man,Coupe_90,48163,Masked Man:Coupe_90,0,,
49,2020-09-21 14:53,Leavv,Driftwood,130901,Leavv:Driftwood,0,,
50,2020-09-21 14:54,Delayde,forder,72459,Delayde:forder,0,,
51,2020-09-21 14:56,goosetaf,Swing Set,116684,goosetaf:Swing Set,0,,
52,2020-09-21 14:58,Shingo Sekiguchi,North Wing,126380,Shingo Sekiguchi:North Wing,0,,
53,2020-09-21 15:00,Toonorth,Effervescent,104252,Toonorth:Effervescent,0,,
54,2020-09-21 15:02,Maadrhino,Desire,89705,Maadrhino:Desire,0,,
55,2020-09-21 15:03,Coastal,Careless,97378,Coastal:Careless,0,,
56,2020-09-21 15:05,Kupla,Roots,126316,Kupla:Roots,0,,
57,2020-09-21 15:07,Hanz,Crossroads,113722,Hanz:Crossroads,0,,
58,2020-09-21 15:08,Gaura,Gasteria,59947,Gaura:Gasteria,0,,
59,2020-09-21 15:10,laqueus,Ad Absurdum,102439,laqueus:Ad Absurdum,0,,
60,2020-09-21 15:11,mt. fujitive,sundown,77195,mt. fujitive:sundown,0,,
61,2020-09-21 15:12,"Sarah, the Illstrumentalist",Lemon Wedge in the Sky,80237,"Sarah, the Illstrumentalist:Lemon Wedge in the Sky",0,,
62,2020-09-21 15:14,Norabel,Acryl,96000,Norabel:Acryl,0,,
63,2020-09-21 15:16,No Spirit,Once in a While,108166,No Spirit:Once in a While,0,,
64,2020-09-21 15:17,drkmnd,Interstellar,103721,drkmnd:Interstellar,0,,
65,2020-09-21 15:19,HM Surf,Flunked This Semester,79750,HM Surf:Flunked This Semester,0,,
66,2020-09-21 15:21,Cookin Soul,Raw Quartet,149951,Cookin Soul:Raw Quartet,0,,
67,2020-09-21 15:22,Emperose,blind blossom,65996,Emperose:blind blossom,0,,
68,2020-09-21 15:22,Anna Kúsmierska,Lorem Ipsum,7050,Anna Kúsmierska:Lorem Ipsum,0,,
69,2020-09-21 15:22,Steve Hauschildt,Subtractive Skies,3890,Steve Hauschildt:Subtractive Skies,0,,
70,2020-09-21 15:23,Johann Sebastian Bach,"The Well-Tempered Clavier: Book 1, BWV 846-869: 1. Prelude in C Major, BWV 846",8370,"Johann Sebastian Bach:The Well-Tempered Clavier: Book 1, BWV 846-869: 1. Prelude in C Major, BWV 846",0,,
71,2020-09-21 15:23,Gelka,Open,46279,Gelka:Open,0,,
72,2020-09-21 15:28,Alexander Glazunov,"Rhapsodie Orientale, Op.29: 1. Andante",272440,"Alexander Glazunov:Rhapsodie Orientale, Op.29: 1. Andante",0,,
73,2020-09-21 18:26,Claude Debussy,"Rêverie, L. 68: Rêverie",257000,"Claude Debussy:Rêverie, L. 68: Rêverie",0,,
74,2020-09-21 18:29,Jules Massenet,Meditation: Méditation from Thaïs,148890,Jules Massenet:Meditation: Méditation from Thaïs,0,,
75,2020-09-21 18:30,Onestar,The Star,29730,Onestar:The Star,0,,
76,2020-09-21 18:30,Floody,우리만 아는 그 길을 걸어가요,5930,Floody:우리만 아는 그 길을 걸어가요,0,,
77,2020-09-21 18:34,CHUNG HA,You're In My Soul,32317,CHUNG HA:You're In My Soul,0,,
78,2020-09-21 18:34,TAEYEON,Kiss me,239832,TAEYEON:Kiss me,0,,
79,2020-09-21 18:35,Suzy,I Love You Boy,2290,Suzy:I Love You Boy,0,,
80,2020-09-21 18:35,YUJU,Secret,23310,YUJU:Secret,0,,
81,2020-09-21 18:38,Vincent Blue,From Now On,190173,Vincent Blue:From Now On,0,,
82,2020-09-21 18:41,CHEN,Everytime,189355,CHEN:Everytime,0,,
83,2020-09-21 18:45,Han Hee Jung,Dream,242400,Han Hee Jung:Dream,0,,
84,2020-09-21 18:49,Hyolyn,I Miss You,229127,Hyolyn:I Miss You,0,,
85,2020-09-21 18:53,Punch,Like a heroine in the movie 영화 속에 나오는 주인공처럼,234786,Punch:Like a heroine in the movie 영화 속에 나오는 주인공처럼,0,,
86,2020-09-21 18:56,CHANYEOL,Stay With Me,192441,CHANYEOL:Stay With Me,0,,
87,2020-09-21 19:00,Yoon Mirae,Flower,252133,Yoon Mirae:Flower,0,,
88,2020-09-21 19:04,Crush,Beautiful,227583,Crush:Beautiful,0,,
89,2020-09-21 19:08,10cm,Lean on me,210800,10cm:Lean on me,0,,
90,2020-09-21 19:12,Punch,Love me,235920,Punch:Love me,0,,
91,2020-09-21 19:15,Gaho,시작,202440,Gaho:시작,0,,
92,2020-09-21 19:19,Monday Kiz,Another Day,217972,Monday Kiz:Another Day,0,,
93,2020-09-21 19:22,Punch,Close To Me,206087,Punch:Close To Me,0,,
94,2020-09-21 19:26,CHEN,Your moonlight,223041,CHEN:Your moonlight,0,,
95,2020-09-21 19:29,SEUNGKWAN,Go,213453,SEUNGKWAN:Go,0,,
96,2020-09-21 19:33,BEN,Whenever Wherever Whatever,235999,BEN:Whenever Wherever Whatever,0,,
97,2020-09-21 19:37,Shin Yong Jae,Feel You,208372,Shin Yong Jae:Feel You,0,,
98,2020-09-21 19:40,Jung Jin Woo,Dive,203786,Jung Jin Woo:Dive,0,,
99,2020-09-21 19:44,John Park,Foolish Love 이상한 사람,225666,John Park:Foolish Love 이상한 사람,0,,
100,2020-09-21 19:46,개미,When The Camellia Blooms 동백꽃 필 무렵,110466,개미:When The Camellia Blooms 동백꽃 필 무렵,0,,
101,2020-09-21 19:49,Joe Won Sun,I Will Never,195999,Joe Won Sun:I Will Never,0,,
102,2020-09-21 19:56,DAVICHI,Sunset,73592,DAVICHI:Sunset,0,,
103,2020-09-22 05:12,keshi,right here,195093,keshi:right here,0,,
104,2020-09-22 05:14,keshi,skeletons,152480,keshi:skeletons,0,,
105,2020-09-22 05:18,keshi,drunk,226771,keshi:drunk,0,,
106,2020-09-22 05:20,keshi,just friends,123125,keshi:just friends,0,,
107,2020-09-22 05:23,keshi,atlas,171520,keshi:atlas,0,,
108,2020-09-22 05:26,keshi,over u,179777,keshi:over u,0,,
109,2020-09-22 05:29,keshi,like i need u,182678,keshi:like i need u,0,,
110,2020-09-22 05:33,keshi,2 soon,206511,keshi:2 soon,0,,
111,2020-09-22 08:06,keshi,i swear i'll never leave again,173716,keshi:i swear i'll never leave again,0,,
112,2020-09-22 08:07,NIKI,lowkey,6280,NIKI:lowkey,0,,
113,2020-09-22 08:24,keshi,drunk,188040,keshi:drunk,0,,
114,2020-09-22 08:26,keshi,i swear i'll never leave again,9130,keshi:i swear i'll never leave again,0,,
115,2020-09-22 08:27,Bazzi,Soarin,32870,Bazzi:Soarin,0,,
116,2020-09-22 09:41,keshi,always,153118,keshi:always,0,,
117,2020-09-22 09:44,keshi,atlas,171520,keshi:atlas,0,,
118,2020-09-22 09:46,keshi,just friends,123125,keshi:just friends,0,,
119,2020-09-22 09:49,keshi,skeletons,152480,keshi:skeletons,0,,
120,2020-09-22 09:52,keshi,over u,179777,keshi:over u,0,,
121,2020-09-22 09:55,keshi,like i need u,182678,keshi:like i need u,0,,
122,2020-09-22 09:58,keshi,2 soon,206511,keshi:2 soon,0,,
123,2020-09-22 10:01,keshi,right here,195093,keshi:right here,0,,
124,2020-09-22 10:04,keshi,i swear i'll never leave again,173716,keshi:i swear i'll never leave again,0,,
125,2020-09-22 10:12,keshi,drunk,226771,keshi:drunk,0,,
126,2020-09-22 10:15,keshi,always,172354,keshi:always,0,,
127,2020-09-22 10:18,keshi,more,183543,keshi:more,0,,
128,2020-09-22 10:21,keshi,atlas,171520,keshi:atlas,0,,
129,2020-09-22 10:23,keshi,just friends,123125,keshi:just friends,0,,
130,2020-09-22 10:26,keshi,skeletons,152480,keshi:skeletons,0,,
131,2020-09-22 10:29,keshi,over u,179777,keshi:over u,0,,
132,2020-09-22 10:32,keshi,like i need u,182678,keshi:like i need u,0,,
133,2020-09-22 10:35,keshi,2 soon,206511,keshi:2 soon,0,,
134,2020-09-22 10:38,keshi,right here,195093,keshi:right here,0,,
135,2020-09-22 10:41,keshi,i swear i'll never leave again,173716,keshi:i swear i'll never leave again,0,,
136,2020-09-22 10:45,keshi,drunk,226771,keshi:drunk,0,,
137,2020-09-22 10:50,keshi,less of you,206893,keshi:less of you,0,,
138,2020-09-22 10:52,keshi,always,172354,keshi:always,0,,
139,2020-09-22 12:18,keshi,more,77414,keshi:more,0,,
140,2020-09-22 12:23,DAY6,예뻤어 You Were Beautiful,283160,DAY6:예뻤어 You Were Beautiful,0,,
141,2020-09-22 12:27,DAY6,Shoot Me,175836,DAY6:Shoot Me,0,,
142,2020-09-22 12:30,DAY6,Sweet Chaos,227240,DAY6:Sweet Chaos,0,,
143,2020-09-22 12:34,DAY6,I Loved You,234534,DAY6:I Loved You,0,,
144,2020-09-22 12:35,DAY6,누군가 필요해 I Need Somebody,64788,DAY6:누군가 필요해 I Need Somebody,0,,
145,2020-09-22 12:39,DAY6,Time of Our Life,205575,DAY6:Time of Our Life,0,,
146,2020-09-22 12:42,DAY6,행복했던 날들이었다 days gone by,205149,DAY6:행복했던 날들이었다 days gone by,0,,
147,2020-09-22 12:46,DAY6,그렇더라고요 When you love someone,226422,DAY6:그렇더라고요 When you love someone,0,,
148,2020-09-22 13:34,DAY6,아 왜 I Wait,33612,DAY6:아 왜 I Wait,0,,
149,2020-09-22 13:36,WONHO,Losing You,178082,WONHO:Losing You,0,,
150,2020-09-22 13:40,TAEYEON,Blue,212842,TAEYEON:Blue,0,,
151,2020-09-22 13:45,DAY6,예뻤어 You Were Beautiful,283160,DAY6:예뻤어 You Were Beautiful,0,,
152,2020-09-22 13:58,92914,Okinawa,83414,92914:Okinawa,0,,
153,2020-09-22 14:02,DAY6,Congratulations,229293,DAY6:Congratulations,0,,
154,2020-09-22 14:05,LeeHi,HOLO,178520,LeeHi:HOLO,0,,
155,2020-09-22 14:10,Wanna One,Always (Acoustic Ver.),257948,Wanna One:Always (Acoustic Ver.),0,,
156,2020-09-22 14:14,CHEN,Beautiful goodbye,269619,CHEN:Beautiful goodbye,0,,
157,2020-09-22 17:50,Jung Seung Hwan,If It Is You,29029,Jung Seung Hwan:If It Is You,0,,
158,2020-09-22 18:04,GFRIEND,Me Gustas Tu,220745,GFRIEND:Me Gustas Tu,0,,
159,2020-09-22 18:06,GFRIEND,Fever,121124,GFRIEND:Fever,0,,
160,2020-09-22 20:09,GFRIEND,Vacation,191370,GFRIEND:Vacation,0,,
161,2020-09-23 09:12,MAMAMOO,Egotistic,14130,MAMAMOO:Egotistic,0,,
162,2020-09-23 09:17,Stray Kids,God’s Menu,167922,Stray Kids:God’s Menu,0,,
163,2020-09-23 09:17,BOL4,Travel,34667,BOL4:Travel,0,,
164,2020-09-23 09:21,WINNER,REALLY REALLY,203056,WINNER:REALLY REALLY,0,,
165,2020-09-23 09:24,(G)I-DLE,LATATA,202772,(G)I-DLE:LATATA,0,,
166,2020-09-23 09:27,OH MY GIRL,Nonstop,202760,OH MY GIRL:Nonstop,0,,
167,2020-09-23 11:36,CHUNG HA,Stay Tonight,9060,CHUNG HA:Stay Tonight,0,,
168,2020-09-23 11:41,AKMU,"How can I love the heartbreak, you`re the one I love",290095,"AKMU:How can I love the heartbreak, you`re the one I love",0,,
169,2020-09-23 11:41,GSoul,Hate Everything,42094,GSoul:Hate Everything,0,,
170,2020-09-23 11:45,Standing Egg,Little Star,212866,Standing Egg:Little Star,0,,
171,2020-09-23 11:49,BIGBANG,IF YOU,264280,BIGBANG:IF YOU,0,,
172,2020-09-23 11:53,G-DRAGON,"무제(無題) (Untitled, 2014)",222867,"G-DRAGON:무제(無題) (Untitled, 2014)",0,,
173,2020-09-23 17:54,LeeHi,BREATHE,71004,LeeHi:BREATHE,0,,
174,2020-09-23 17:58,Punch,Love me,235920,Punch:Love me,0,,
175,2020-09-23 18:02,TAEYEON,Kiss me,239832,TAEYEON:Kiss me,0,,
176,2020-09-23 18:06,Han Hee Jung,Dream,242400,Han Hee Jung:Dream,0,,
177,2020-09-23 18:10,LIM YEON,In My Heart,229956,LIM YEON:In My Heart,0,,
178,2020-09-23 18:13,Lee Gun Young,Bloom,187640,Lee Gun Young:Bloom,0,,
179,2020-09-23 18:45,Wendy & Seulgi,Don’t Push Me (Ballad Ver.),108320,Wendy & Seulgi:Don’t Push Me (Ballad Ver.),0,,
180,2020-09-24 08:39,Punch,Love me,465780,Punch:Love me,0,,
181,2020-09-24 08:42,Kim Na Young,Dream,206718,Kim Na Young:Dream,0,,
182,2020-09-24 08:46,BAEKHYUN,Every second,212213,BAEKHYUN:Every second,0,,
183,2020-09-24 08:49,Henry,It's You,231011,Henry:It's You,0,,
184,2020-09-24 08:53,Yoon Mirae,ALWAYS,205192,Yoon Mirae:ALWAYS,0,,
185,2020-09-24 08:56,Kim Jong Wan,You&I,215853,Kim Jong Wan:You&I,0,,
186,2020-09-24 09:00,Loco,Say Yes,218897,Loco:Say Yes,0,,
187,2020-09-24 09:04,Yerin Baek,Here I Am Again,234840,Yerin Baek:Here I Am Again,0,,
188,2020-09-24 09:07,Hajin,We All Lie,195764,Hajin:We All Lie,0,,
189,2020-09-24 09:11,Onestar,You Are As Pretty As A Flower 꽃처럼 예쁜 그대,220626,Onestar:You Are As Pretty As A Flower 꽃처럼 예쁜 그대,0,,
190,2020-09-24 09:15,O.WHEN,Loser,243853,O.WHEN:Loser,0,,
191,2020-09-24 09:19,AILEE,Is You,263802,AILEE:Is You,0,,
192,2020-09-24 09:24,Oo,With You,257999,Oo:With You,0,,
193,2020-09-24 09:28,Gummy,You Are My Everything,240590,Gummy:You Are My Everything,0,,
194,2020-09-24 09:32,Yang Da Il,Only You,254148,Yang Da Il:Only You,0,,
195,2020-09-24 09:36,Crush,Let Us Go,221909,Crush:Let Us Go,0,,
196,2020-09-24 09:39,TAEYEON,All about you,209482,TAEYEON:All about you,0,,
197,2020-09-24 09:43,Eddy Kim,When A Long Night Comes,227018,Eddy Kim:When A Long Night Comes,0,,
198,2020-09-24 09:48,Vincent Blue,From Now On,190173,Vincent Blue:From Now On,0,,
199,2020-09-24 09:49,CHUNG HA,You're In My Soul,5655,CHUNG HA:You're In My Soul,0,,
200,2020-09-24 09:49,Hyolyn,I Miss You,2280,Hyolyn:I Miss You,0,,
201,2020-09-24 09:52,Punch,Close To Me,206087,Punch:Close To Me,0,,
202,2020-09-24 11:42,Shin Yong Jae,Feel You,402575,Shin Yong Jae:Feel You,0,,
203,2020-09-24 11:43,Gabriel Fauré,"Pelléas et Mélisande, Op. 80: 4. Sicilienne",1660,"Gabriel Fauré:Pelléas et Mélisande, Op. 80: 4. Sicilienne",0,,
204,2020-09-24 11:43,Monday Kiz,Another Day,31576,Monday Kiz:Another Day,0,,
205,2020-09-24 11:43,Gustav Mahler,Mahler: Symphony No. 5 in C-Sharp Minor: IV. Adagietto,2520,Gustav Mahler:Mahler: Symphony No. 5 in C-Sharp Minor: IV. Adagietto,0,,
206,2020-09-24 11:43,Richard Wagner,Lohengrin: Prelude,20600,Richard Wagner:Lohengrin: Prelude,0,,
207,2020-09-24 11:47,RADWIMPS,Theme of Mitsuha,246146,RADWIMPS:Theme of Mitsuha,0,,
208,2020-09-24 11:56,RADWIMPS,Sparkle - movie ver.,537653,RADWIMPS:Sparkle - movie ver.,0,,
209,2020-09-24 12:00,RADWIMPS,Nandemonaiya - movie edit.,196906,RADWIMPS:Nandemonaiya - movie edit.,0,,
210,2020-09-24 12:12,RADWIMPS,Nandemonaiya - movie ver.,344053,RADWIMPS:Nandemonaiya - movie ver.,0,,
211,2020-09-24 12:14,RADWIMPS,Dream lantern,131666,RADWIMPS:Dream lantern,0,,
212,2020-09-24 12:17,RADWIMPS,Katawaredoki,170026,RADWIMPS:Katawaredoki,0,,
213,2020-09-24 13:09,RADWIMPS,Theme of Mitsuha,246146,RADWIMPS:Theme of Mitsuha,0,,
214,2020-09-24 13:18,RADWIMPS,Sparkle - movie ver.,537653,RADWIMPS:Sparkle - movie ver.,0,,
215,2020-09-24 17:12,CHEN,Everytime,1410,CHEN:Everytime,0,,
216,2020-09-24 17:12,RADWIMPS,Nandemonaiya - movie edit.,45160,RADWIMPS:Nandemonaiya - movie edit.,0,,
217,2020-09-24 17:12,Gaho,시작,1310,Gaho:시작,0,,
218,2020-09-24 17:12,YUJU,Secret,2890,YUJU:Secret,0,,
219,2020-09-24 17:17,Suzy,I Love You Boy,264538,Suzy:I Love You Boy,0,,
220,2020-09-24 17:20,Crush,Beautiful,227583,Crush:Beautiful,0,,
221,2020-09-24 17:42,SEUNGKWAN,Go,124757,SEUNGKWAN:Go,0,,
222,2020-09-24 17:42,10cm,Lean on me,1840,10cm:Lean on me,0,,
223,2020-09-24 17:42,개미,When The Camellia Blooms 동백꽃 필 무렵,2770,개미:When The Camellia Blooms 동백꽃 필 무렵,0,,
224,2020-09-24 17:42,Punch,Like a heroine in the movie 영화 속에 나오는 주인공처럼,1680,Punch:Like a heroine in the movie 영화 속에 나오는 주인공처럼,0,,
225,2020-09-24 17:43,BEN,Whenever Wherever Whatever,1790,BEN:Whenever Wherever Whatever,0,,
226,2020-09-24 17:43,Jung Jin Woo,Dive,1240,Jung Jin Woo:Dive,0,,
227,2020-09-24 17:46,CHANYEOL,Stay With Me,192441,CHANYEOL:Stay With Me,0,,
228,2020-09-24 17:47,Joe Won Sun,I Will Never,61478,Joe Won Sun:I Will Never,0,,
229,2020-09-24 17:50,DAVICHI,Sunset,216734,DAVICHI:Sunset,0,,
230,2020-09-24 18:05,John Park,Foolish Love 이상한 사람,225666,John Park:Foolish Love 이상한 사람,0,,
231,2020-09-24 18:09,Yoon Mirae,Flower,252133,Yoon Mirae:Flower,0,,
232,2020-09-24 18:13,CHEN,Your moonlight,223041,CHEN:Your moonlight,0,,
233,2020-09-24 18:16,Lee Gun Young,Bloom,187640,Lee Gun Young:Bloom,0,,
234,2020-09-24 18:20,Kim Jong Wan,You&I,215853,Kim Jong Wan:You&I,0,,
235,2020-09-24 18:24,Han Hee Jung,Dream,242400,Han Hee Jung:Dream,0,,
236,2020-09-24 18:27,TAEYEON,All about you,209482,TAEYEON:All about you,0,,
237,2020-09-24 18:32,Yang Da Il,Only You,254148,Yang Da Il:Only You,0,,
238,2020-09-24 18:35,LIM YEON,In My Heart,229956,LIM YEON:In My Heart,0,,
239,2020-09-24 18:39,Wendy & Seulgi,Don’t Push Me (Ballad Ver.),204886,Wendy & Seulgi:Don’t Push Me (Ballad Ver.),0,,
240,2020-09-24 18:43,Yerin Baek,Here I Am Again,234840,Yerin Baek:Here I Am Again,0,,
241,2020-09-24 18:46,Yoon Mirae,ALWAYS,205192,Yoon Mirae:ALWAYS,0,,
242,2020-09-24 19:41,Kim Na Young,Dream,111133,Kim Na Young:Dream,0,,
243,2020-09-25 15:59,DAY6,예뻤어 You Were Beautiful,283160,DAY6:예뻤어 You Were Beautiful,0,,
244,2020-09-25 16:03,DAY6,Congratulations,229293,DAY6:Congratulations,0,,
245,2020-09-25 16:07,Loco,Don’t,231654,Loco:Don’t,0,,
246,2020-09-25 18:40,Seori,Running Through The Night,175523,Seori:Running Through The Night,0,,
247,2020-09-25 18:44,DAY6,Congratulations,229293,DAY6:Congratulations,0,,
248,2020-09-25 18:48,Loco,Don’t,231654,Loco:Don’t,0,,
249,2020-09-25 18:51,Seori,Running Through The Night,217533,Seori:Running Through The Night,0,,
250,2020-09-25 18:55,BOL4,Full Album RED PLANET [Hidden Track] - 좋다고 말해,201772,BOL4:Full Album RED PLANET [Hidden Track] - 좋다고 말해,0,,
251,2020-09-25 18:58,92914,Moonlight,21836,92914:Moonlight,0,,
252,2020-09-25 18:58,BOL4,Workaholic,191080,BOL4:Workaholic,0,,
253,2020-09-25 19:02,DPR LIVE,Martini Blue,195204,DPR LIVE:Martini Blue,0,,
254,2020-09-25 19:06,BTS,Spring Day,274097,BTS:Spring Day,0,,
255,2020-09-25 19:11,X1,I'm here for you,280106,X1:I'm here for you,0,,
256,2020-09-25 19:27,BTOB,Only one for me,171721,BTOB:Only one for me,0,,
257,2020-09-25 20:08,SORAN,What about you 기적,25410,SORAN:What about you 기적,0,,
258,2020-09-25 20:13,BTOB,Only one for me,257366,BTOB:Only one for me,0,,
259,2020-09-25 20:16,BOL4,Bom,217044,BOL4:Bom,0,,
260,2020-09-25 20:19,MAX,Blueberry Eyes (feat. SUGA of BTS),172244,MAX:Blueberry Eyes (feat. SUGA of BTS),0,,
261,2020-09-25 20:23,DAY6,그렇더라고요 When you love someone,226422,DAY6:그렇더라고요 When you love someone,0,,
262,2020-09-25 20:27,SURAN,WINE (Feat.Changmo) (Prod. SUGA),11260,SURAN:WINE (Feat.Changmo) (Prod. SUGA),0,,
263,2020-09-25 20:30,keshi,i swear i'll never leave again,173716,keshi:i swear i'll never leave again,0,,
264,2020-09-25 20:32,keshi,atlas,171520,keshi:atlas,0,,
265,2020-09-25 20:36,keshi,drunk,226771,keshi:drunk,0,,
266,2020-09-25 20:40,keshi,less of you,206893,keshi:less of you,0,,
267,2020-09-25 20:40,keshi,like i need u,2308,keshi:like i need u,0,,
268,2020-09-26 07:44,BTOB,Only one for me,450511,BTOB:Only one for me,0,,
269,2020-09-26 07:47,X1,I'm here for you,1330,X1:I'm here for you,0,,
270,2020-09-26 07:47,SUNMI,pporappippam 보라빛 밤,1440,SUNMI:pporappippam 보라빛 밤,0,,
271,2020-09-26 07:47,HEIZE,Can You See My Heart,173439,HEIZE:Can You See My Heart,0,,
272,2020-09-26 07:52,Paul Kim,Me After You,280358,Paul Kim:Me After You,0,,
273,2020-09-26 07:57,TAEYEON,I,74081,TAEYEON:I,0,,
274,2020-09-26 07:57,LeeHi,BREATHE,1830,LeeHi:BREATHE,0,,
275,2020-09-26 10:20,BOL4,Leo (feat. BAEKHYUN),103430,BOL4:Leo (feat. BAEKHYUN),0,,
276,2020-09-26 10:23,BTOB,Only one for me,226560,BTOB:Only one for me,0,,
277,2020-09-26 10:26,MAX,Blueberry Eyes (feat. SUGA of BTS),172244,MAX:Blueberry Eyes (feat. SUGA of BTS),0,,
278,2020-09-26 10:30,DPR LIVE,Martini Blue,195204,DPR LIVE:Martini Blue,0,,
279,2020-09-26 11:09,DAY6,예뻤어 You Were Beautiful,91849,DAY6:예뻤어 You Were Beautiful,0,,
280,2020-09-26 11:29,BTOB,Only one for me,226560,BTOB:Only one for me,0,,
281,2020-09-26 13:46,BOL4,Leo (feat. BAEKHYUN),1889,BOL4:Leo (feat. BAEKHYUN),0,,
282,2020-09-26 13:50,BTOB,Only one for me,226560,BTOB:Only one for me,0,,
283,2020-09-26 13:54,TAEYANG,"눈,코,입 (Eyes, Nose, Lips)",229989,"TAEYANG:눈,코,입 (Eyes, Nose, Lips)",0,,
284,2020-09-26 14:04,Monday Kiz,Another Day,69119,Monday Kiz:Another Day,0,,
285,2020-09-26 14:10,92914,Okinawa,348445,92914:Okinawa,0,,
286,2020-09-26 14:13,Hajin,We All Lie,27690,Hajin:We All Lie,0,,
287,2020-09-26 14:13,Urban Zakapa,I Don't Love You,180864,Urban Zakapa:I Don't Love You,0,,
